Amostra,Codigo_Digital,Tensao_ADC_V,Tensao_Real_V
493,0xE563,8.1065,157.7941
494,0xDADA,7.2623,141.3604
495,0x58C6,-3.1433,-61.1851
496,0x0BC2,-9.3027,-181.0776
497,0x601C,-2.5541,-49.7154
498,0xE582,8.1162,157.9812
499,0xDAD9,7.2619,141.3529
500,0x58CE,-3.1409,-61.1379
501,0x0BC5,-9.3019,-181.0609
502,0x601E,-2.5535,-49.7047
503,0xE56F,8.1101,157.8641
504,0xDAE7,7.2662,141.4366
505,0x58B9,-3.1475,-61.2671
506,0x0BBB,-9.3051,-181.1231
507,0x602E,-2.5486,-49.6088
508,0xE577,8.1126,157.9113
509,0xDAD9,7.2617,141.3500
510,0x589C,-3.1567,-61.4449
511,0x0BC7,-9.3014,-181.0516
512,0x600E,-2.5587,-49.8049
513,0xE59E,8.1247,158.1471
514,0xDAC8,7.2564,141.2451
515,0x589F,-3.1558,-61.4281
516,0x0BC8,-9.3011,-181.0469
517,0x6029,-2.5503,-49.6421
518,0xE591,8.1206,158.0666
519,0xDABB,7.2522,141.1646
520,0x58AA,-3.1525,-61.3626
521,0x0BC0,-9.3037,-181.0970
522,0x6055,-2.5367,-49.3759
523,0xE5A6,8.1270,158.1928
524,0xDAC7,7.2559,141.2361
525,0x58AD,-3.1516,-61.3459
526,0x0BC8,-9.3013,-181.0499
527,0x606C,-2.5295,-49.2376
528,0xE5C4,8.1363,158.3737
529,0xDAAB,7.2471,141.0642
530,0x586A,-3.1726,-61.7549
531,0x0BBE,-9.3045,-181.1122
532,0x605C,-2.5346,-49.3364
533,0xE5BA,8.1331,158.3115
534,0xDA7F,7.2332,140.7952
535,0x5879,-3.1680,-61.6651
536,0x0BBC,-9.3052,-181.1257
537,0x6076,-2.5266,-49.1796
538,0xE5B2,8.1306,158.2614
539,0xDA96,7.2404,140.9337
540,0x5877,-3.1687,-61.6787
541,0x0BC8,-9.3015,-181.0542
542,0x6087,-2.5213,-49.0777
543,0xE5E3,8.1458,158.5579
544,0xDA8A,7.2365,140.8591
545,0x587D,-3.1669,-61.6437
546,0x0BBD,-9.3050,-181.1226
547,0x60A7,-2.5114,-48.8846
548,0xE5D6,8.1417,158.4773
549,0xDA96,7.2402,140.9306
550,0x584C,-3.1823,-61.9432
551,0x0BB7,-9.3070,-181.1606
552,0x6097,-2.5165,-48.9834
553,0xE5D0,8.1397,158.4393
554,0xDA7A,7.2314,140.7588
555,0x5850,-3.1811,-61.9203
556,0x0BBA,-9.3061,-181.1438
557,0x60A9,-2.5109,-48.8754
558,0xE5F1,8.1499,158.6386
559,0xDA68,7.2257,140.6479
560,0x583E,-3.1868,-62.0313
561,0x0BC0,-9.3043,-181.1087
562,0x60C9,-2.5010,-48.6822
563,0xE5F0,8.1495,158.6310
564,0xDA6E,7.2275,140.6829
565,0x5852,-3.1806,-61.9111
566,0x0BAE,-9.3100,-181.2197
567,0x60E4,-2.4927,-48.5195
568,0xE5E2,8.1451,158.5443
569,0xDA7C,7.2318,140.7665
570,0x582A,-3.1932,-62.1559
571,0x0BBA,-9.3064,-181.1482
572,0x60C7,-2.5018,-48.6974
573,0xE611,8.1597,158.8287
574,0xDA59,7.2208,140.5521
575,0x581A,-3.1983,-62.2547
576,0x0BB8,-9.3071,-181.1618
577,0x60DA,-2.4959,-48.5833
578,0xE5FD,8.1534,158.7056
579,0xDA50,7.2179,140.4959
580,0x581E,-3.1971,-62.2318
581,0x0BAD,-9.3106,-181.2302
582,0x60EF,-2.4894,-48.4570
583,0xE60B,8.1577,158.7893
584,0xDA47,7.2150,140.4397
585,0x5839,-3.1888,-62.0691
586,0x0BB2,-9.3091,-181.2013
587,0x6119,-2.4764,-48.2031
588,0xE639,8.1720,159.0675
589,0xDA60,7.2227,140.5902
590,0x5823,-3.1957,-62.2045
591,0x0BB4,-9.3085,-181.1907
592,0x6122,-2.4737,-48.1499
593,0xE62C,8.1678,158.9868
594,0xDA38,7.2101,140.3453
595,0x57FD,-3.2077,-62.4372
596,0x0BB3,-9.3089,-181.1983
