Amostra,Codigo_Digital,Tensao_ADC_V,Tensao_Real_V
11173,0x800C,0.0037,0.1878
11174,0x800C,0.0037,0.1878
11175,0x800E,0.0044,0.2191
11176,0x800C,0.0037,0.1878
11177,0x800B,0.0034,0.1722
11178,0x800B,0.0034,0.1722
11179,0x800C,0.0037,0.1878
11180,0x800B,0.0034,0.1722
11181,0x800C,0.0037,0.1878
11182,0x800C,0.0037,0.1878
11183,0x800B,0.0034,0.1722
11184,0x800C,0.0037,0.1878
11185,0x800C,0.0037,0.1878
11186,0x800C,0.0037,0.1878
11187,0x800B,0.0034,0.1722
11188,0x800B,0.0034,0.1722
11189,0x800B,0.0034,0.1722
11190,0x800B,0.0034,0.1722
11191,0x800D,0.0041,0.2035
11192,0x800D,0.0041,0.2035
11193,0x800D,0.0041,0.2035
11194,0x800C,0.0037,0.1878
11195,0x800B,0.0034,0.1722
11196,0x800C,0.0037,0.1878
11197,0x800C,0.0037,0.1878
11198,0x800C,0.0037,0.1878
11199,0x800C,0.0037,0.1878
11200,0x800B,0.0034,0.1722
11201,0x800B,0.0034,0.1722
11202,0x800C,0.0037,0.1878
11203,0x800B,0.0034,0.1722
11204,0x800C,0.0037,0.1878
11205,0x800C,0.0037,0.1878
11206,0x800C,0.0037,0.1878
11207,0x800C,0.0037,0.1878
11208,0x800C,0.0037,0.1878
11209,0x800D,0.0041,0.2035
11210,0x800D,0.0041,0.2035
11211,0x800D,0.0041,0.2035
11212,0x800C,0.0037,0.1878
11213,0x800D,0.0041,0.2035
11214,0x800C,0.0037,0.1878
11215,0x800C,0.0037,0.1878
11216,0x800B,0.0034,0.1722
11217,0x800B,0.0034,0.1722
11218,0x800B,0.0034,0.1722
11219,0x800C,0.0037,0.1878
11220,0x800C,0.0037,0.1878
11221,0x800B,0.0034,0.1722
11222,0x800C,0.0037,0.1878
11223,0x800C,0.0037,0.1878
11224,0x800C,0.0037,0.1878
11225,0x800D,0.0041,0.2035
11226,0x800C,0.0037,0.1878
11227,0x800B,0.0034,0.1722
11228,0x800C,0.0037,0.1878
11229,0x800C,0.0037,0.1878
11230,0x800D,0.0041,0.2035
11231,0x800C,0.0037,0.1878
11232,0x800C,0.0037,0.1878
11233,0x800C,0.0037,0.1878
11234,0x800C,0.0037,0.1878
11235,0x800C,0.0037,0.1878
11236,0x800B,0.0034,0.1722
11237,0x800C,0.0037,0.1878
11238,0x800C,0.0037,0.1878
11239,0x800C,0.0037,0.1878
11240,0x800C,0.0037,0.1878
11241,0x800D,0.0041,0.2035
11242,0x800D,0.0041,0.2035
11243,0x800D,0.0041,0.2035
11244,0x800C,0.0037,0.1878
11245,0x800C,0.0037,0.1878
11246,0x800D,0.0041,0.2035
11247,0x800B,0.0034,0.1722
11248,0x800B,0.0034,0.1722
11249,0x800C,0.0037,0.1878
11250,0x800B,0.0034,0.1722
11251,0x800C,0.0037,0.1878
11252,0x800C,0.0037,0.1878
11253,0x800C,0.0037,0.1878
11254,0x800C,0.0037,0.1878
11255,0x800B,0.0034,0.1722
11256,0x800D,0.0041,0.2035
11257,0x800B,0.0034,0.1722
11258,0x800B,0.0034,0.1722
11259,0x800C,0.0037,0.1878
11260,0x800C,0.0037,0.1878
11261,0x800C,0.0037,0.1878
11262,0x800C,0.0037,0.1878
11263,0x800C,0.0037,0.1878
11264,0x800C,0.0037,0.1878
11265,0x800C,0.0037,0.1878
11266,0x800B,0.0034,0.1722
11267,0x800B,0.0034,0.1722
11268,0x800B,0.0034,0.1722
11269,0x800C,0.0037,0.1878
11270,0x800C,0.0037,0.1878
11271,0x800C,0.0037,0.1878
11272,0x800C,0.0037,0.1878
11273,0x800C,0.0037,0.1878
11274,0x800C,0.0037,0.1878
11275,0x800C,0.0037,0.1878
11276,0x800C,0.0037,0.1878
11277,0x800C,0.0037,0.1878
11278,0x800C,0.0037,0.1878
11279,0x800C,0.0037,0.1878
11280,0x800B,0.0034,0.1722
11281,0x800C,0.0037,0.1878
11282,0x800C,0.0037,0.1878
11283,0x800B,0.0034,0.1722
11284,0x800C,0.0037,0.1878
11285,0x800C,0.0037,0.1878
11286,0x800C,0.0037,0.1878
11287,0x800B,0.0034,0.1722
11288,0x800B,0.0034,0.1722
11289,0x800B,0.0034,0.1722
11290,0x800C,0.0037,0.1878
11291,0x800D,0.0041,0.2035
11292,0x800D,0.0041,0.2035
11293,0x800C,0.0037,0.1878
11294,0x800C,0.0037,0.1878
11295,0x800B,0.0034,0.1722
11296,0x800C,0.0037,0.1878
11297,0x800C,0.0037,0.1878
11298,0x800C,0.0037,0.1878
11299,0x800B,0.0034,0.1722
11300,0x800B,0.0034,0.1722
11301,0x800B,0.0034,0.1722
11302,0x800B,0.0034,0.1722
11303,0x800C,0.0037,0.1878
11304,0x800C,0.0037,0.1878
11305,0x800B,0.0034,0.1722
11306,0x800C,0.0037,0.1878
11307,0x800B,0.0034,0.1722
11308,0x800C,0.0037,0.1878
11309,0x800B,0.0034,0.1722
11310,0x800D,0.0041,0.2035
11311,0x800C,0.0037,0.1878
11312,0x800C,0.0037,0.1878
11313,0x800B,0.0034,0.1722
11314,0x800C,0.0037,0.1878
11315,0x800B,0.0034,0.1722
11316,0x800B,0.0034,0.1722
11317,0x800B,0.0034,0.1722
11318,0x800C,0.0037,0.1878
11319,0x800C,0.0037,0.1878
11320,0x800B,0.0034,0.1722
11321,0x800C,0.0037,0.1878
