Amostra,Codigo_Digital,Tensao_ADC_V,Tensao_Real_V
4351,0xF84D,9.6197,185.3928
4352,0xEA3E,8.4933,163.6847
4353,0xD475,6.7491,130.0707
4354,0xAB05,3.4334,66.1698
4355,0x7D03,-0.2472,-4.7633
4356,0x5518,-3.4399,-66.2948
4357,0x2B56,-6.7792,-130.6502
4358,0x11AE,-8.8299,-170.1725
4359,0x07DC,-9.6136,-185.2762
4360,0x0E43,-9.0996,-175.3701
4361,0x239B,-7.3906,-142.4342
4362,0x4687,-4.5960,-88.5745
4363,0x7330,-1.0229,-19.7143
4364,0x9E36,2.4185,46.6091
4365,0xC856,5.7873,111.5344
4366,0xE6CA,8.2219,158.4548
4367,0xF67D,9.4759,182.6231
4368,0xF6DD,9.5040,183.1646
4369,0xE3A3,7.9643,153.4907
4370,0xC7F2,5.7479,110.7744
4371,0x9BCF,2.2165,42.7167
4372,0x6EB2,-1.3923,-26.8329
4373,0x46BB,-4.5886,-88.4323
4374,0x2173,-7.5696,-145.8827
4375,0x0C9E,-9.2343,-177.9656
4376,0x07DC,-9.6130,-185.2640
4377,0x1502,-8.5594,-164.9590
4378,0x2C21,-6.7084,-129.2854
4379,0x54EF,-3.4433,-66.3602
4380,0x82E3,0.2329,4.4887
4381,0xAB24,3.4525,66.5381
4382,0xD4A8,6.7724,130.5201
4383,0xEE93,8.8441,170.4459
4384,0xF801,9.5965,184.9474
4385,0xF2B4,9.1707,176.7394
4386,0xDD44,7.4542,143.6587
4387,0xB9A6,4.6039,88.7270
4388,0x8CE5,1.0233,19.7222
4389,0x6205,-2.4062,-46.3724
4390,0x37BD,-5.7875,-111.5386
4391,0x1950,-8.2199,-158.4169
4392,0x0916,-9.5162,-183.3980
4393,0x093B,-9.5027,-183.1385
4394,0x1C70,-7.9645,-153.4948
4395,0x37C0,-5.7784,-111.3626
4396,0x640D,-2.2339,-43.0518
4397,0x9155,1.3884,26.7568
4398,0xB988,4.6034,88.7175
4399,0xDE55,7.5459,145.4272
4400,0xF453,9.3034,179.2985
4401,0xF857,9.6228,185.4526
4402,0xEB50,8.5789,165.3342
4403,0xD419,6.7203,129.5161
4404,0xAAC0,3.4118,65.7538
4405,0x7CEB,-0.2547,-4.9083
4406,0x552B,-3.4340,-66.1809
4407,0x2B6C,-6.7723,-130.5182
4408,0x117C,-8.8456,-170.4741
4409,0x0824,-9.5911,-184.8431
4410,0x0DF9,-9.1228,-175.8163
4411,0x236F,-7.4044,-142.6996
4412,0x4681,-4.5978,-88.6111
4413,0x732B,-1.0245,-19.7448
4414,0x9E32,2.4172,46.5847
4415,0xC864,5.7917,111.6184
4416,0xE6DB,8.2272,158.5568
4417,0xF6E9,9.5097,183.2730
4418,0xF72F,9.5296,183.6578
4419,0xE3AC,7.9671,153.5443
4420,0xC847,5.7744,111.2856
4421,0x9C10,2.2368,43.1073
4422,0x6EA1,-1.3977,-26.9361
4423,0x46AC,-4.5933,-88.5234
4424,0x216E,-7.5712,-145.9136
4425,0x0C5D,-9.2546,-178.3577
4426,0x0799,-9.6339,-185.6682
4427,0x157C,-8.5213,-164.2250
4428,0x2BE6,-6.7268,-129.6414
4429,0x550D,-3.4340,-66.1802
4430,0x831D,0.2510,4.8372
4431,0xAB58,3.4687,66.8505
4432,0xD4CB,6.7833,130.7300
4433,0xEE5B,8.8266,170.1078
4434,0xF7E0,9.5862,184.7479
4435,0xF252,9.1400,176.1485
4436,0xDCA9,7.4057,142.7247
4437,0xB932,4.5676,88.0280
4438,0x8CB7,1.0090,19.4449
4439,0x61D6,-2.4209,-46.6557
4440,0x37A5,-5.7950,-111.6834
4441,0x1928,-8.2324,-158.6579
4442,0x092C,-9.5093,-183.2657
4443,0x0996,-9.4743,-182.5908
4444,0x1C2B,-7.9861,-153.9106
4445,0x381A,-5.7503,-110.8208
4446,0x6404,-2.2367,-43.1063
4447,0x916D,1.3958,26.9010
4448,0xB99D,4.6099,88.8436
4449,0xDE85,7.5609,145.7159
4450,0xF44F,9.3022,179.2740
4451,0xF847,9.6177,185.3559
4452,0xEB8F,8.5985,165.7132
4453,0xD41D,6.7216,129.5397
4454,0xAAEA,3.4249,66.0062
4455,0x7CEF,-0.2535,-4.8847
4456,0x550F,-3.4428,-66.3500
4457,0x2B0D,-6.8020,-131.0907
4458,0x1169,-8.8515,-170.5889
4459,0x0848,-9.5799,-184.6268
4460,0x0D4E,-9.1762,-176.8463
4461,0x2347,-7.4169,-142.9407
4462,0x469F,-4.5885,-88.4306
4463,0x732E,-1.0236,-19.7270
4464,0x9E67,2.4337,46.9036
4465,0xC865,5.7920,111.6241
4466,0xE6DE,8.2281,158.5746
4467,0xF6CD,9.5009,183.1041
4468,0xF706,9.5168,183.4108
4469,0xE3AE,7.9677,153.5562
4470,0xC7EA,5.7453,110.7254
4471,0x9BC7,2.2139,42.6677
4472,0x6E75,-1.4114,-27.2010
4473,0x46AB,-4.5936,-88.5294
4474,0x214D,-7.5815,-146.1122
4475,0x0BF2,-9.2880,-179.0019
4476,0x07DB,-9.6133,-185.2705
4477,0x14FD,-8.5610,-164.9896
4478,0x2BD6,-6.7318,-129.7375
4479,0x551C,-3.4293,-66.0896
4480,0x8337,0.2591,4.9941
4481,0xAB3D,3.4603,66.6882
4482,0xD515,6.8065,131.1759
4483,0xEE5F,8.8278,170.1321
4484,0xF80F,9.6009,185.0311
4485,0xF20E,9.1188,175.7392
4486,0xDD1F,7.4426,143.4355
4487,0xB959,4.5798,88.2630
4488,0x8CC5,1.0133,19.5293
4489,0x61E1,-2.4174,-46.5894
4490,0x377C,-5.8078,-111.9302
4491,0x196C,-8.2112,-158.2484
4492,0x0927,-9.5108,-183.2958
4493,0x08C4,-9.5399,-183.8553
4494,0x1D08,-7.9170,-152.5796
4495,0x37E1,-5.7681,-111.1641
4496,0x643C,-2.2192,-42.7690
4497,0x917D,1.4008,26.9973
4498,0xB99E,4.6102,88.8496
4499,0xDE8E,7.5637,145.7700
4500,0xF411,9.2828,178.9006
4501,0xF824,9.6068,185.1451
4502,0xEAE8,8.5463,164.7077
4503,0xD439,6.7303,129.7086
4504,0xAAC7,3.4140,65.7957
4505,0x7CA3,-0.2772,-5.3420
4506,0x5502,-3.4468,-66.4279
4507,0x2B33,-6.7901,-130.8615
4508,0x1226,-8.7924,-169.4505
4509,0x0833,-9.5865,-184.7531
4510,0x0E21,-9.1103,-175.5757
4511,0x238B,-7.3957,-142.5313
4512,0x4699,-4.5904,-88.4669
4513,0x737C,-0.9992,-19.2575
4514,0x9E69,2.4343,46.9154
4515,0xC878,5.7979,111.7383
4516,0xE6AE,8.2131,158.2853
4517,0xF6CF,9.5015,183.1159
4518,0xF72E,9.5293,183.6514
4519,0xE31B,7.9218,152.6707
4520,0xC7DD,5.7413,110.6470
4521,0x9BDC,2.2205,42.7940
4522,0x6E7A,-1.4098,-27.1710
4523,0x467A,-4.6089,-88.8245
4524,0x216D,-7.5715,-145.9196
4525,0x0C46,-9.2618,-178.4962
4526,0x07C4,-9.6205,-185.4092
4527,0x14A1,-8.5897,-165.5437
4528,0x2C0E,-6.7143,-129.4003
4529,0x5517,-3.4308,-66.1198
4530,0x8354,0.2682,5.1685
4531,0xAB34,3.4575,66.6338
4532,0xD4D5,6.7864,130.7904
4533,0xEE89,8.8409,170.3849
4534,0xF822,9.6068,185.1454
4535,0xF27E,9.1537,176.4135
4536,0xDCBA,7.4110,142.8270
4537,0xB8DE,4.5413,87.5222
4538,0x8C73,0.9877,19.0355
4539,0x61BB,-2.4293,-46.8182
4540,0x378D,-5.8025,-111.8277
4541,0x1921,-8.2346,-158.6999
4542,0x0936,-9.5062,-183.2053
4543,0x094A,-9.4980,-183.0482
4544,0x1CB8,-7.9420,-153.0613
4545,0x3834,-5.7421,-110.6642
4546,0x6452,-2.2123,-42.6365
4547,0x919F,1.4115,27.2020
4548,0xB9D3,4.6268,89.1686
4549,0xDEB1,7.5746,145.9807
4550,0xF453,9.3034,179.2979
4551,0xF834,9.6118,185.2413
4552,0xEAD1,8.5391,164.5689
4553,0xD3C6,6.6944,129.0159
4554,0xAADE,3.4212,65.9341
4555,0x7CA0,-0.2781,-5.3602
4556,0x54F8,-3.4499,-66.4883
4557,0x2ADD,-6.8170,-131.3795
4558,0x11F6,-8.8074,-169.7395
4559,0x0819,-9.5946,-184.9096
4560,0x0DA0,-9.1506,-176.3523
4561,0x2370,-7.4041,-142.6937
4562,0x46A2,-4.5875,-88.4124
4563,0x735F,-1.0083,-19.4318
4564,0x9E70,2.4365,46.9578
4565,0xC87E,5.7998,111.7747
4566,0xE6C3,8.2197,158.4120
4567,0xF703,9.5178,183.4293
4568,0xF659,9.4628,182.3690
4569,0xE359,7.9412,153.0445
4570,0xC7CB,5.7356,110.5390
4571,0x9BA8,2.2043,42.4813
4572,0x6E3B,-1.4295,-27.5499
4573,0x467D,-4.6080,-88.8059
4574,0x2170,-7.5705,-145.9010
4575,0x0C56,-9.2568,-178.3994
4576,0x07D7,-9.6145,-185.2943
4577,0x153D,-8.5410,-164.6039
4578,0x2C27,-6.7065,-129.2495
4579,0x5581,-3.3977,-65.4813
4580,0x8365,0.2735,5.2710
4581,0xAB58,3.4687,66.8507
4582,0xD4D1,6.7852,130.7664
4583,0xEE70,8.8331,170.2345
4584,0xF7FF,9.5959,184.9348
4585,0xF223,9.1253,175.8657
4586,0xDCA3,7.4038,142.6888
4587,0xB90F,4.5567,87.8175
4588,0x8CAC,1.0055,19.3789
4589,0x61A4,-2.4365,-46.9565
4590,0x3770,-5.8116,-112.0022
4591,0x18EF,-8.2502,-159.0008
4592,0x092A,-9.5099,-183.2773
4593,0x0963,-9.4902,-182.8974
4594,0x1CAB,-7.9461,-153.1393
4595,0x384C,-5.7346,-110.5194
4596,0x6428,-2.2254,-42.8892
4597,0x91C6,1.4237,27.4371
4598,0xB9D4,4.6271,89.1749
4599,0xDEBC,7.5781,146.0471
4600,0xF4A7,9.3297,179.8039
4601,0xF827,9.6077,185.1631
4602,0xEAA6,8.5257,164.3102
4603,0xD3F1,6.7078,129.2750
4604,0xAA93,3.3978,65.4827
4605,0x7C88,-0.2856,-5.5045
4606,0x54CD,-3.4634,-66.7469
4607,0x2AFC,-6.8073,-131.1925
4608,0x126A,-8.7712,-169.0408
4609,0x0810,-9.5974,-184.9636
4610,0x0E8F,-9.0759,-174.9131
4611,0x23C8,-7.3766,-142.1639
4612,0x472E,-4.5438,-87.5697
4613,0x739F,-0.9883,-19.0469
4614,0x9E6F,2.4362,46.9513
4615,0xC8AD,5.8144,112.0572
4616,0xE6EE,8.2331,158.6704
4617,0xF6C5,9.4984,183.0554
4618,0xF69D,9.4840,182.7779
4619,0xE37F,7.9530,153.2727
4620,0xC757,5.6994,109.8399
4621,0x9B99,2.1996,42.3905
4622,0x6E64,-1.4167,-27.3035
4623,0x4641,-4.6267,-89.1678
4624,0x217C,-7.5668,-145.8292
4625,0x0C43,-9.2627,-178.5143
4626,0x07D3,-9.6158,-185.3188
4627,0x14F3,-8.5641,-165.0499
4628,0x2C26,-6.7068,-129.2559
4629,0x5554,-3.4118,-65.7526
4630,0x8378,0.2794,5.3851
4631,0xAB86,3.4831,67.1273
4632,0xD4BC,6.7786,130.6395
4633,0xEED5,8.8647,170.8423
4634,0xF7F1,9.5915,184.8500
4635,0xF224,9.1256,175.8712
4636,0xDCC1,7.4132,142.8690
4637,0xB8F6,4.5488,87.6665
4638,0x8C52,0.9774,18.8365
4639,0x61AF,-2.4331,-46.8906
4640,0x3795,-5.8000,-111.7797
4641,0x18FC,-8.2462,-158.9229
4642,0x0990,-9.4780,-182.6635
4643,0x09F6,-9.4443,-182.0128
4644,0x1D00,-7.9196,-152.6282
4645,0x3880,-5.7184,-110.2071
4646,0x6491,-2.1927,-42.2578
4647,0x91C2,1.4224,27.4120
4648,0xB9D7,4.6280,89.1920
4649,0xDEEB,7.5927,146.3291
4650,0xF42F,9.2921,179.0803
4651,0xF827,9.6077,185.1622
4652,0xEA7E,8.5132,164.0684
4653,0xD3B4,6.6887,128.9068
4654,0xAA70,3.3868,65.2711
4655,0x7C94,-0.2819,-5.4330
4656,0x549A,-3.4793,-67.0548
4657,0x2AF9,-6.8083,-131.2113
4658,0x11AC,-8.8306,-170.1855
4659,0x084B,-9.5790,-184.6089
4660,0x0DF1,-9.1253,-175.8650
4661,0x22F5,-7.4425,-143.4348
4662,0x46D0,-4.5732,-88.1358
4663,0x7399,-0.9902,-19.0830
4664,0x9EAF,2.4562,47.3367
4665,0xC891,5.8057,111.8885
4666,0xE70D,8.2428,158.8570
4667,0xF683,9.4777,182.6579
4668,0xF6D7,9.5021,183.1272
4669,0xE31F,7.9230,152.6946
4670,0xC7E7,5.7444,110.7070
4671,0x9B98,2.1992,42.3843
4672,0x6E36,-1.4311,-27.5806
4673,0x4654,-4.6208,-89.0534
4674,0x2170,-7.5705,-145.9016
4675,0x0C03,-9.2827,-178.8997
4676,0x07AA,-9.6286,-185.5657
4677,0x1591,-8.5147,-164.0985
4678,0x2C3B,-6.7003,-129.1296
4679,0x5599,-3.3902,-65.3373
4680,0x8391,0.2872,5.5354
4681,0xAB73,3.4772,67.0127
4682,0xD518,6.8074,131.1932
4683,0xED83,8.7590,168.8067
4684,0xF7B7,9.5734,184.5008
4685,0xF183,9.0753,174.9019
4686,0xDC62,7.3835,142.2973
4687,0xB8DE,4.5414,87.5224
4688,0x8C4E,0.9762,18.8129
4689,0x6193,-2.4418,-47.0588
4690,0x3763,-5.8156,-112.0803
4691,0x1920,-8.2349,-158.7056
4692,0x097C,-9.4843,-182.7835
4693,0x094C,-9.4974,-183.0359
4694,0x1CC5,-7.9380,-152.9827
4695,0x3864,-5.7271,-110.3749
4696,0x644F,-2.2133,-42.6544
4697,0x91CD,1.4258,27.4792
4698,0xB9DA,4.6290,89.2109
4699,0xDE94,7.5656,145.8062
4700,0xF45F,9.3072,179.3703
4701,0xF84C,9.6193,185.3859
4702,0xEAC4,8.5351,164.4908
4703,0xD42C,6.7262,129.6302
4704,0xAA49,3.3746,65.0369
4705,0x7C68,-0.2956,-5.6972
4706,0x5499,-3.4796,-67.0600
4707,0x2B02,-6.8054,-131.1563
4708,0x11B1,-8.8290,-170.1547
4709,0x0845,-9.5808,-184.6442
4710,0x0EDC,-9.0518,-174.4492
4711,0x2384,-7.3978,-142.5732
4712,0x471A,-4.5501,-87.6899
4713,0x73D1,-0.9727,-18.7456
4714,0x9EA7,2.4537,47.2887
4715,0xC8D7,5.8275,112.3102
4716,0xE743,8.2596,159.1823
4717,0xF6D7,9.5040,183.1637
4718,0xF6CE,9.4993,183.0729
4719,0xE324,7.9246,152.7246
4720,0xC76A,5.7053,109.9543
4721,0x9B54,2.1780,41.9749
4722,0x6E36,-1.4311,-27.5804
4723,0x461B,-4.6386,-89.3965
4724,0x212E,-7.5911,-146.2988
4725,0x0C3A,-9.2655,-178.5682
4726,0x07B0,-9.6267,-185.5294
4727,0x1543,-8.5391,-164.5679
4728,0x2C19,-6.7109,-129.3340
4729,0x55A2,-3.3874,-65.2827
4730,0x83A5,0.2935,5.6562
4731,0xABC3,3.5022,67.4947
4732,0xD579,6.8377,131.7775
4733,0xEEEF,8.8728,170.9986
4734,0xF822,9.6068,185.1447
4735,0xF232,9.1300,175.9552
4736,0xDCC4,7.4141,142.8867
4737,0xB8EB,4.5454,87.5999
4738,0x8C2C,0.9655,18.6074
4739,0x6146,-2.4659,-47.5232
4740,0x3720,-5.8366,-112.4844
4741,0x1909,-8.2421,-158.8447
4742,0x0944,-9.5018,-183.1212
4743,0x093C,-9.5024,-183.1328
4744,0x1CF5,-7.9230,-152.6942
4745,0x3886,-5.7165,-110.1707
4746,0x64B6,-2.1811,-42.0348
4747,0x91EA,1.4349,27.6531
4748,0xBA3A,4.6589,89.7883
4749,0xDEDF,7.5890,146.2569
4750,0xF461,9.3077,179.3814
4751,0xF807,9.5977,184.9695
4752,0xEB1B,8.5622,165.0138
4753,0xD38D,6.6765,128.6718
4754,0xAA2D,3.3658,64.8676
4755,0x7C5C,-0.2994,-5.7702
4756,0x5490,-3.4825,-67.1149
4757,0x2AB2,-6.8305,-131.6387
4758,0x1225,-8.7928,-169.4568
4759,0x07E7,-9.6102,-185.2110
4760,0x0EA9,-9.0678,-174.7569
4761,0x2345,-7.4176,-142.9532
4762,0x4701,-4.5579,-87.8409
4763,0x73C6,-0.9761,-18.8123
4764,0x9ECE,2.4659,47.5231
4765,0xC8EF,5.8350,112.4542
4766,0xE72B,8.2521,159.0372
4767,0xF6E5,9.5083,183.2475
4768,0xF6C6,9.4968,183.0242
4769,0xE2C7,7.8955,152.1641
4770,0xC799,5.7200,110.2369
4771,0x9B75,2.1883,42.1732
4772,0x6E12,-1.4424,-27.7977
4773,0x4606,-4.6452,-89.5234
4774,0x2126,-7.5937,-146.3474
4775,0x0C34,-9.2674,-178.6048
4776,0x0820,-9.5918,-184.8554
4777,0x144A,-8.6169,-166.0678
4778,0x2C34,-6.7025,-129.1717
4779,0x55A5,-3.3865,-65.2650
4780,0x83AE,0.2963,5.7101
4781,0xABC3,3.5021,67.4944
4782,0xD5C1,6.8602,132.2108
4783,0xEED8,8.8656,170.8597
4784,0xF7CD,9.5802,184.6326
4785,0xF0A5,9.0059,173.5645
4786,0xDC4A,7.3760,142.1523
4787,0xB89E,4.5213,87.1366
4788,0x8BF9,0.9496,18.3008
4789,0x614F,-2.4630,-47.4685
4790,0x371A,-5.8384,-112.5200
4791,0x193A,-8.2268,-158.5491
4792,0x0958,-9.4955,-183.0003
4793,0x0944,-9.4999,-183.0842
4794,0x1D3D,-7.9005,-152.2602
4795,0x389A,-5.7103,-110.0499
4796,0x64A4,-2.1867,-42.1428
4797,0x91F8,1.4393,27.7377
4798,0xBA3A,4.6589,89.7886
4799,0xDEEE,7.5937,146.3476
4800,0xF445,9.2990,179.2131
4801,0xF7F6,9.5924,184.8675
4802,0xEAEC,8.5476,164.7311
4803,0xD3DD,6.7015,129.1539
4804,0xAA5A,3.3799,65.1389
4805,0x7C51,-0.3028,-5.8362
4806,0x5471,-3.4921,-67.3013
4807,0x2AB3,-6.8301,-131.6324
4808,0x122A,-8.7912,-169.4264
4809,0x0868,-9.5699,-184.4339
4810,0x0E2E,-9.1062,-175.4974
4811,0x23A9,-7.3863,-142.3507
4812,0x473B,-4.5398,-87.4915
4813,0x73DE,-0.9686,-18.6676
4814,0x9ECC,2.4653,47.5111
4815,0xC901,5.8406,112.5627
4816,0xE6E4,8.2299,158.6098
4817,0xF64F,9.4615,182.3445
4818,0xF6D1,9.5002,183.0908
4819,0xE35B,7.9417,153.0556
4820,0xC71D,5.6812,109.4904
4821,0x9B17,2.1589,41.6075
4822,0x6E00,-1.4480,-27.9057
4823,0x4606,-4.6452,-89.5230
4824,0x2128,-7.5930,-146.3349
4825,0x0C21,-9.2734,-178.7188
4826,0x07E5,-9.6102,-185.2102
4827,0x155C,-8.5313,-164.4174
4828,0x2C9D,-6.6696,-128.5392
4829,0x55CC,-3.3743,-65.0301
4830,0x83B6,0.2988,5.7583
4831,0xABC8,3.5037,67.5245
4832,0xD547,6.8220,131.4762
4833,0xEE83,8.8390,170.3481
4834,0xF7AA,9.5693,184.4221
4835,0xF38D,9.2384,178.0447
4836,0xDCC3,7.4138,142.8803
4837,0xB8C8,4.5344,87.3887
4838,0x8C27,0.9639,18.5770
4839,0x6138,-2.4703,-47.6078
4840,0x3712,-5.8410,-112.5690
4841,0x1904,-8.2437,-158.8751
4842,0x0914,-9.5168,-183.4105
4843,0x09A4,-9.4699,-182.5068
4844,0x1C6B,-7.9661,-153.5255
4845,0x387A,-5.7203,-110.2432
4846,0x64C6,-2.1761,-41.9386
4847,0x920A,1.4449,27.8456
4848,0xBA4B,4.6642,89.8904
4849,0xDEC8,7.5818,146.1182
4850,0xF39B,9.2459,178.1890
4851,0xF7C3,9.5764,184.5601
4852,0xEB21,8.5641,165.0500
4853,0xD394,6.6787,128.7141
4854,0xAA01,3.3521,64.6027
4855,0x7C2E,-0.3138,-6.0471
4856,0x5474,-3.4912,-67.2833
4857,0x2AAD,-6.8320,-131.6686
4858,0x11BE,-8.8249,-170.0768
4859,0x0802,-9.6018,-185.0480
4860,0x0E9A,-9.0725,-174.8469
4861,0x2393,-7.3932,-142.4832
4862,0x476B,-4.5248,-87.2024
4863,0x7401,-0.9577,-18.4569
4864,0x9EE6,2.4734,47.6676
4865,0xC914,5.8466,112.6770
4866,0xE73D,8.2577,159.1456
4867,0xF6C0,9.4968,183.0247
4868,0xF710,9.5199,183.4698
4869,0xE2F1,7.9086,152.4169
4870,0xC77F,5.7118,110.0802
4871,0x9B4D,2.1758,41.9322
4872,0x6E02,-1.4474,-27.8941
4873,0x45E6,-4.6552,-89.7161
4874,0x2100,-7.6055,-146.5762
4875,0x0B80,-9.3237,-179.6886
4876,0x078F,-9.6371,-185.7282
4877,0x1565,-8.5285,-164.3633
4878,0x2C3A,-6.7006,-129.1354
4879,0x55BB,-3.3796,-65.1324
4880,0x83E1,0.3122,6.0173
4881,0xAC0B,3.5246,67.9279
4882,0xD565,6.8314,131.6567
4883,0xEEE9,8.8709,170.9621
4884,0xF7F3,9.5921,184.8614
4885,0xF21F,9.1240,175.8405
4886,0xDC95,7.3994,142.6034
4887,0xB86B,4.5054,86.8289
4888,0x8BC9,0.9346,18.0112
4889,0x611C,-2.4790,-47.7760
4890,0x36F8,-5.8491,-112.7252
4891,0x18D5,-8.2584,-159.1576
4892,0x097C,-9.4843,-182.7838
4893,0x093A,-9.5030,-183.1447
4894,0x1CD1,-7.9342,-152.9108
4895,0x38C7,-5.6962,-109.7791
4896,0x64D9,-2.1702,-41.8239
4897,0x921C,1.4505,27.9543
4898,0xBA65,4.6724,90.0472
4899,0xDF0B,7.6027,146.5218
4900,0xF324,9.2087,177.4726
4901,0xF84D,9.6196,185.3913
4902,0xEB14,8.5601,164.9718
4903,0xD3A5,6.6840,128.8166
4904,0xAA33,3.3677,64.9039
4905,0x7C2F,-0.3135,-6.0410
4906,0x544C,-3.5037,-67.5241
4907,0x2A89,-6.8433,-131.8853
4908,0x1088,-8.9218,-171.9432
4909,0x07EA,-9.6092,-185.1920
4910,0x0E21,-9.1102,-175.5750
4911,0x2389,-7.3963,-142.5427
4912,0x4748,-4.5357,-87.4125
4913,0x7410,-0.9530,-18.3658
4914,0x9EF6,2.4784,47.7647
4915,0xC91E,5.8497,112.7379
4916,0xE73B,8.2572,159.1342
4917,0xF6B5,9.4934,182.9592
4918,0xF717,9.5221,183.5126
4919,0xE344,7.9346,152.9174
4920,0xC73B,5.6906,109.6713
4921,0x9AF1,2.1471,41.3789
4922,0x6DE1,-1.4576,-28.0920
4923,0x45E0,-4.6570,-89.7514
4924,0x20F1,-7.6102,-146.6657
4925,0x0C42,-9.2630,-178.5195
4926,0x083C,-9.5830,-184.6859
4927,0x1535,-8.5435,-164.6519
4928,0x2CA2,-6.6681,-128.5087
4929,0x5604,-3.3568,-64.6925
4930,0x8404,0.3232,6.2283
4931,0xAC07,3.5234,67.9041
4932,0xD597,6.8470,131.9580
4933,0xEEA0,8.8481,170.5227
4934,0xF7FD,9.5952,184.9219
4935,0xF18C,9.0781,174.9556
4936,0xDC65,7.3844,142.3148
4937,0xB87A,4.5101,86.9197
4938,0x8BBE,0.9312,17.9454
4939,0x6110,-2.4827,-47.8478
4940,0x36C7,-5.8644,-113.0197
4941,0x1936,-8.2280,-158.5730
4942,0x08F9,-9.5252,-183.5722
4943,0x08C3,-9.5402,-183.8606
4944,0x1C59,-7.9717,-153.6326
4945,0x38B5,-5.7018,-109.8866
4946,0x650F,-2.1532,-41.4979
4947,0x9234,1.4580,28.0996
4948,0xBA8F,4.6855,90.3009
4949,0xDEDD,7.5884,146.2456
4950,0xF4E0,9.3475,180.1469
4951,0xF83E,9.6149,185.3012
4952,0xEA95,8.5204,164.2074
4953,0xD354,6.6587,128.3293
4954,0xA9C4,3.3331,64.2361
4955,0x7BF4,-0.3319,-6.3956
4956,0x5426,-3.5155,-67.7522
4957,0x2A95,-6.8395,-131.8122
4958,0x1144,-8.8630,-170.8105
4959,0x080B,-9.5989,-184.9928
4960,0x0F54,-9.0143,-173.7259
4961,0x23ED,-7.3650,-141.9404
4962,0x47B7,-4.5010,-86.7441
4963,0x744A,-0.9349,-18.0167
4964,0x9F30,2.4965,48.1137
4965,0xC93E,5.8597,112.9303
4966,0xE734,8.2550,159.0918
4967,0xF6C4,9.4981,183.0492
4968,0xF6F4,9.5111,183.3016
4969,0xE31F,7.9230,152.6944
4970,0xC73A,5.6903,109.6651
4971,0x9B09,2.1546,41.5232
4972,0x6DA7,-1.4758,-28.4415
4973,0x45AD,-4.6730,-90.0587
4974,0x20DE,-7.6161,-146.7802
4975,0x0BB6,-9.3068,-179.3627
4976,0x07D2,-9.6161,-185.3241
4977,0x1593,-8.5141,-164.0857
4978,0x2CA0,-6.6687,-128.5207
4979,0x55F2,-3.3624,-64.8008
4980,0x83FB,0.3204,6.1742
4981,0xAC2E,3.5356,68.1390
4982,0xD595,6.8464,131.9461
4983,0xEE9C,8.8468,170.4987
4984,0xF814,9.6024,185.0604
4985,0xF1EB,9.1078,175.5277
4986,0xDC62,7.3835,142.2967
4987,0xB83D,4.4910,86.5524
4988,0x8B9B,0.9202,17.7347
4989,0x6106,-2.4858,-47.9080
4990,0x36CD,-5.8625,-112.9835
4991,0x18D2,-8.2593,-159.1751
4992,0x0919,-9.5152,-183.3793
4993,0x09AE,-9.4667,-182.4454
4994,0x1D89,-7.8767,-151.8023
4995,0x3909,-5.6756,-109.3813
4996,0x651F,-2.1483,-41.4021
4997,0x9244,1.4630,28.1953
4998,0xBA74,4.6771,90.1377
4999,0xDF13,7.6052,146.5701
5000,0xF3BE,9.2568,178.3999
5001,0xF80D,9.5996,185.0059
5002,0xEB0D,8.5579,164.9297
5003,0xD362,6.6631,128.4131
5004,0xA9EC,3.3456,64.4765
5005,0x7C06,-0.3263,-6.2877
5006,0x543E,-3.5081,-67.6082
5007,0x2A81,-6.8457,-131.9332
5008,0x1196,-8.8374,-170.3172
5009,0x0868,-9.5699,-184.4334
5010,0x0D7E,-9.1612,-176.5567
5011,0x23F4,-7.3628,-141.8984
5012,0x4771,-4.5229,-87.1657
5013,0x7451,-0.9327,-17.9746
5014,0x9F30,2.4965,48.1137
5015,0xC946,5.8622,112.9784
5016,0xE6C6,8.2206,158.4293
5017,0xF6D2,9.5024,183.1335
5018,0xF714,9.5211,183.4943
5019,0xE367,7.9455,153.1279
5020,0xC729,5.6850,109.5626
5021,0x9AD7,2.1389,41.2221
5022,0x6DA3,-1.4770,-28.4656
5023,0x45B5,-4.6705,-90.0105
5024,0x20E0,-7.6155,-146.7682
5025,0x0C32,-9.2680,-178.6160
5026,0x080F,-9.5970,-184.9569
5027,0x15B7,-8.5028,-163.8692
5028,0x2CB0,-6.6637,-128.4247
5029,0x5647,-3.3358,-64.2893
5030,0x8440,0.3419,6.5893
5031,0xAC26,3.5331,68.0904
5032,0xD5B3,6.8558,132.1262
5033,0xEF29,8.8909,171.3472
5034,0xF810,9.6011,185.0356
5035,0xF233,9.1302,175.9605
5036,0xDC37,7.3700,142.0370
5037,0xB834,4.4882,86.4974
5038,0x8B8B,0.9152,17.6376
5039,0x60ED,-2.4937,-48.0592
5040,0x36AE,-5.8722,-113.1709
5041,0x18A1,-8.2746,-159.4707
5042,0x0918,-9.5155,-183.3859
5043,0x095B,-9.4927,-182.9458
5044,0x1CFE,-7.9202,-152.6397
5045,0x38CC,-5.6947,-109.7489
5046,0x6510,-2.1530,-41.4927
5047,0x925F,1.4714,28.3577
5048,0xBAB7,4.6980,90.5409
5049,0xDF63,7.6302,147.0515
5050,0xF50B,9.3608,180.4047
